run_id,dataset,model,opt_out,seed,graph_seed,source,step,group,metric,statistic,value,unit,steps,enforce_demographic_mixing,k_same,k_other,directed,decision_coef,repayment_coef,eps,base_s0,base_s1,test_n,test_initialization_seed,n_seeds,seeds,std_ddof,fairness_denominator_clip,decision_policy,fairness_policy
20260917T145027_723453Z_7028a6,Base,Baseline,True,42,42,diagnostic_probability_policy_repayment_labels,2,all,long_fairness,value,0.0066859815710779147,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,42,42,diagnostic_probability_policy_repayment_labels,3,all,accuracy,value,0.60199999999999998,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,42,42,diagnostic_probability_policy_repayment_labels,3,all,short_fairness,value,0.027094562998170146,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,42,42,diagnostic_probability_policy_repayment_labels,3,all,long_fairness,value,0.0069066312057793899,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,42,42,diagnostic_probability_policy_repayment_labels,4,all,accuracy,value,0.57799999999999996,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,42,42,diagnostic_probability_policy_repayment_labels,4,all,short_fairness,value,0.027128579798436081,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,42,42,diagnostic_probability_policy_repayment_labels,4,all,long_fairness,value,0.0052389479829341168,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,42,42,diagnostic_probability_policy_repayment_labels,5,all,accuracy,value,0.54800000000000004,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,42,42,diagnostic_probability_policy_repayment_labels,5,all,short_fairness,value,0.027112973766811321,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,42,42,diagnostic_probability_policy_repayment_labels,5,all,long_fairness,value,0.0060346184154845828,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,1,all,accuracy,value,0.61599999999999999,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,1,all,short_fairness,value,0.027117587361472295,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,1,all,long_fairness,value,0.0064928992551834819,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,2,all,accuracy,value,0.59199999999999997,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,2,all,short_fairness,value,0.027114588975337695,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,2,all,long_fairness,value,0.0056584671168043998,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,3,all,accuracy,value,0.59099999999999997,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,3,all,short_fairness,value,0.027100151148227281,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,3,all,long_fairness,value,0.0059251557212715023,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,4,all,accuracy,value,0.54500000000000004,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,4,all,short_fairness,value,0.02711106368088656,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,4,all,long_fairness,value,0.0052859117374473019,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,5,all,accuracy,value,0.52100000000000002,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,5,all,short_fairness,value,0.027124050424222057,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,diagnostic_probability_policy_repayment_labels,5,all,long_fairness,value,0.0052795451019715944,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,2026,2026,final_retention_disparity,,all,disparity,value,6.8000000000000007,percentage_points,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,7,7,final_retention_disparity,,all,disparity,value,7.5999999999999943,percentage_points,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,13,13,final_retention_disparity,,all,disparity,value,14.200000000000003,percentage_points,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,42,42,final_retention_disparity,,all,disparity,value,8.8000000000000043,percentage_points,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,99,99,final_retention_disparity,,all,disparity,value,9.2000000000000028,percentage_points,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,,,final_retention_disparity,,all,disparity,mean,9.3200000000000021,percentage_points,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,5,"[2026, 7, 13, 42, 99]",0,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,Baseline,True,,,final_retention_disparity,,all,disparity,std,2.5848791074245634,percentage_points,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,5,"[2026, 7, 13, 42, 99]",0,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,1,all,accuracy,value,0.56999999999999995,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,1,all,short_fairness,value,0.11543893814086914,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,1,all,long_fairness,value,0.0044450759887695312,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,2,all,accuracy,value,0.52200000000000002,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,2,all,short_fairness,value,0.11543664336204529,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,2,all,long_fairness,value,0.0044764173724214373,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,3,all,accuracy,value,0.51300000000000001,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,3,all,short_fairness,value,0.11543995141983032,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,3,all,long_fairness,value,0.0043345671483018267,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,4,all,accuracy,value,0.52100000000000002,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,4,all,short_fairness,value,0.11543640494346619,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,4,all,long_fairness,value,0.004358348470927309,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,5,all,accuracy,value,0.504,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,5,all,short_fairness,value,0.11543810367584229,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,2026,2026,diagnostic_probability_policy_repayment_labels,5,all,long_fairness,value,0.0043260682506239823,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
20260917T145027_723453Z_7028a6,Base,LCF-original,True,7,7,diagnostic_probability_policy_repayment_labels,1,all,accuracy,value,0.55500000000000005,fraction,5,True,8,2,False,1,0.80000000000000004,0.5,0,0,1000,2027,,,,0.050000000000000003,Bernoulli(model_probability),model_probability
